id,price
0,6.156217519193845
1,8.52021509885625
2,9.447275995852168
3,7.843085656254418
4,8.917431952986748
5,8.076056819781456
6,7.080502808861733
7,6.901686061430236
8,6.255080096728496
9,6.682617056734
10,9.587156360101027
11,7.367887718963304
12,8.453624309761294
13,8.273888588921176
14,6.554340158595597
15,7.203492009860384
16,7.7512183142079945
17,6.40233386728942
18,9.390987103380258
19,9.056404173737041
20,6.753768488964269
21,8.96418857742261
22,9.540432018174387
23,6.727872868604023
24,9.17330263247236
25,7.125774119369146
26,7.122907046455837
27,9.689602799307227
28,8.082589633289098
29,8.5711546184824
30,6.809018851844221
31,8.413881931881926
32,8.368560754676151
33,6.187933938589568
34,9.667078695522452
35,8.467657025269409
36,9.131845874494555
37,7.671325812015391
38,9.440260483673686
39,9.64720393120972
40,9.16191282818848
41,8.446503071530234
42,7.129572471241764
43,8.474811402794296
44,7.402581231481643
45,6.302231948334692
46,6.241059496707962
47,9.62151141039694
48,8.818088134017811
49,8.587976854024998
50,7.560904744043878
51,7.101803550605451
52,7.846748240423267
53,7.78841715003471
54,6.965049120920924
55,6.757668711154826
56,8.953730878819112
57,9.322401122728621
58,6.685909852296766
59,6.867821409572814
60,7.432863509077191
61,8.40520659612
62,6.676212176687494
63,7.779547447764323
64,8.002300825522696
65,7.479720889862008
66,9.220613047203935
67,8.004516183411813
68,7.707051230368695
69,8.07610464003385
70,9.589897664448852
71,6.586803577708603
72,6.662416317253052
73,7.966805596107432
74,6.6067400414078925
75,6.751446688991395
76,6.58013574719301
77,9.089793873335312
78,6.733084334331903
79,7.532909343399338
80,7.9139772091448
81,6.669596628086151
82,8.347470762579418
83,6.934505482389526
84,8.347204534934908
85,6.216176892748183
86,7.264946392855027
87,6.985533520000756
88,7.899646326677457
89,8.272801323957168
90,6.330460181544482
91,8.49922644942458
92,7.224636314263195
93,6.442073061139842
94,9.274005066883745
95,8.021885963678129
96,6.562474467046138
97,8.094005129350135
98,6.656527253273932
99,6.4216866589917485
100,8.830239807848066
101,6.620254774520663
102,6.66587892008251
103,9.323477407208365
104,9.40589866203947
105,8.364527562229199
106,8.434791431077013
107,8.111144570533405
108,6.716328327215719
109,6.415320617606667
110,7.539169606764996
111,8.663350448614706
112,9.700845444739569
113,6.509453026711589
114,7.455781372793944
115,6.422521965272467
116,9.067062177525338
117,7.684650432456676
118,6.777080130188254
119,8.384344567370016
120,7.439642691728676
121,6.440383836938826
122,7.904361085699449
123,8.324475733824306
124,8.44429039683961
125,7.773447191583637
126,6.207769474966482
127,8.476851139230503
128,8.740148771299568
129,8.390758171614769
130,8.371259891456546
131,6.7426120093583775
132,7.930742572736634
133,6.344779779985114
134,6.749351901453362
135,9.480944528307424
136,8.005763234004164
137,7.573420949769379
138,8.130208795175447
139,7.421210283015529
140,8.406609231676965
141,7.491675441913861
142,8.668142515590384
143,6.908801331697948
144,6.436073560789441
145,8.740148771299568
146,9.684360692198606
147,7.062688274451181
148,6.839050980028217
149,7.568900199174905
150,6.696313710582695
151,8.738725495648708
152,7.913677248460021
153,7.552442102245416
154,7.71310577452395
155,7.806602332073669
156,6.099199021653079
157,9.108770888557244
158,6.210777107697242
159,6.821793283246279
160,8.20348380706456
161,6.366834773329524
162,7.856149403632544
163,6.6047871189749054
164,7.1200853112620255
165,6.779596249357412
166,8.406648413814173
167,8.002253404669881
168,6.408828221408269
169,8.308364021734949
170,7.528543819698178
171,8.411533788007544
172,8.758108604155613
173,8.501790329824503
174,8.549004984803892
175,7.171022778769552
176,6.102292664744756
177,6.332148994969797
178,7.625933826082659
179,6.866923729223334
180,8.568077361537554
181,6.770878903734782
182,7.203000581836657
183,7.495313916519731
184,8.723873026911114
185,7.153512706848133
186,6.639782901467456
187,8.585401673404954
188,6.0791714492921525
189,6.257016272411949
190,6.090996013342066
191,8.686329102657387
192,7.771542986269117
193,8.039713244783336
194,9.662267737020091
195,9.075707766122664
196,8.236232834684005
197,6.23136466267168
198,7.502641911379749
199,8.582139732281725
200,8.765776150115984
201,6.550949564737554
202,6.157486317849929
203,8.930299772463469
204,8.384847015838677
205,6.773120441102832
206,8.011579020216082
207,6.617729365343547
208,6.241728525744658
209,9.573531909318856
210,8.619804120843579
211,9.299301006400736
212,8.432833904160196
213,6.688391728508895
214,8.127882372354675
215,7.000672104817465
216,6.800168951718567
217,7.7505718599955715
218,7.4815326585580815
219,6.411897427839722
220,6.49341548954264
221,7.3325715663893565
222,8.12651392164846
223,7.559204281080914
224,6.2633781224131715
225,9.01644619171694
226,6.441520146640651
227,7.96004805739635
